date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,wind_direction_10m_dominant
2023/09/06,63,28.9,20.5,24.5,28.8,20.7,9.5,9.5,0.0,5.0,31.4,51.8,229
2023/09/07,51,20.5,18.1,19.5,20.9,17.4,0.2,0.2,0.0,1.0,23.4,36.0,350
2023/09/08,63,18.5,16.9,17.6,17.7,16.0,12.8,12.8,0.0,16.0,24.2,41.8,13
2023/09/09,3,20.5,15.4,18.2,20.6,14.9,0.0,0.0,0.0,0.0,17.3,32.0,24
2023/09/10,51,22.8,13.9,19.4,24.5,14.1,0.8,0.8,0.0,2.0,15.4,28.4,118
2023/09/19,63,19.0,14.2,16.7,18.8,12.6,8.9,8.9,0.0,11.0,26.0,38.9,169
2023/09/20,3,25.0,15.8,20.0,24.6,14.6,0.0,0.0,0.0,0.0,19.8,32.0,174
2023/09/21,51,21.8,17.0,19.9,23.8,17.4,0.1,0.1,0.0,1.0,19.1,32.8,102
2023/09/22,53,23.3,17.7,20.6,25.4,19.2,1.4,1.4,0.0,5.0,18.3,27.0,121
2023/09/23,3,21.8,17.7,19.8,21.7,15.2,0.0,0.0,0.0,0.0,26.8,40.7,110
2023/09/24,3,21.1,14.6,18.1,21.2,12.7,0.0,0.0,0.0,0.0,23.7,36.7,108
2024/04/01,63,7.2,4.2,5.7,3.0,-0.7,16.6,16.6,0.0,11.0,31.4,46.8,51
2024/04/02,61,14.9,2.5,6.1,9.8,-4.3,5.0,5.0,0.0,16.0,46.6,69.8,83
2024/04/03,73,3.0,1.6,2.3,-3.3,-4.9,10.6,5.6,3.5,22.0,33.7,52.9,282
2024/04/05,3,6.4,1.5,4.0,2.0,-2.4,0.0,0.0,0.0,0.0,30.6,51.5,353
2024/04/06,2,6.4,1.2,3.8,4.3,-2.5,0.0,0.0,0.0,0.0,17.9,33.8,26
2024/04/07,63,10.2,3.2,6.8,4.2,-0.6,9.1,9.1,0.0,7.0,33.0,52.2,126
2024/04/19,3,12.9,4.9,9.0,7.4,-0.5,0.0,0.0,0.0,0.0,32.1,54.0,288
2024/04/20,3,7.2,1.5,4.9,1.5,-3.9,0.0,0.0,0.0,0.0,21.9,37.8,289
2024/04/20,3,7.2,1.5,4.9,1.5,-3.9,0.0,0.0,0.0,0.0,21.9,37.8,289
2024/04/21,3,12.2,0.2,6.4,9.7,-3.6,0.0,0.0,0.0,0.0,18.4,32.4,277
2024/04/23,53,17.0,6.7,13.1,13.3,0.8,1.2,1.2,0.0,3.0,32.3,52.2,229
2024/04/24,3,5.2,1.1,3.7,0.3,-3.5,0.0,0.0,0.0,0.0,32.6,54.0,11
2024/04/25,3,9.1,0.2,5.5,7.4,-3.6,0.0,0.0,0.0,0.0,17.7,33.8,78
2024/05/03,55,17.1,8.2,13.5,17.6,6.3,3.0,3.0,0.0,7.0,23.2,36.0,11
2024/05/04,51,19.0,7.2,14.7,21.5,4.9,0.4,0.4,0.0,2.0,22.4,35.6,109
2024/05/05,3,14.3,7.3,11.1,11.7,5.5,0.0,0.0,0.0,0.0,23.5,36.4,8
2024/05/06,3,15.6,7.5,12.0,15.0,5.6,0.0,0.0,0.0,0.0,25.6,38.5,67
2024/05/07,63,20.8,12.4,16.0,22.3,8.7,10.7,10.7,0.0,9.0,31.9,47.2,165
2024/05/08,3,21.0,11.9,16.3,23.5,9.7,0.0,0.0,0.0,0.0,23.7,37.1,69
2024/05/16,51,23.0,9.3,16.1,22.4,8.2,0.7,0.7,0.0,4.0,24.3,41.4,197
2024/05/17,3,20.2,11.4,15.5,24.3,10.6,0.0,0.0,0.0,0.0,17.3,32.8,87
2024/05/18,51,26.2,11.9,19.8,28.4,11.3,0.2,0.2,0.0,2.0,19.1,28.8,171
2024/05/19,3,20.2,12.7,17.1,20.0,11.9,0.0,0.0,0.0,0.0,23.1,39.2,15
2024/05/21,51,29.6,13.2,21.9,29.0,12.9,0.2,0.2,0.0,2.0,41.3,63.4,163
2024/05/22,1,23.8,16.0,20.2,20.7,12.9,0.0,0.0,0.0,0.0,41.3,61.9,245
2024/05/23,2,22.8,13.1,18.4,23.1,11.7,0.0,0.0,0.0,0.0,23.4,40.7,115
2024/05/31,3,22.0,10.6,17.1,22.7,8.8,0.0,0.0,0.0,0.0,19.6,32.0,129
2024/06/01,63,19.8,15.8,17.4,19.9,13.5,16.4,16.4,0.0,14.0,23.8,37.4,161
2024/06/02,3,19.2,13.9,16.1,20.9,12.9,0.0,0.0,0.0,0.0,16.8,29.5,33
2024/06/04,63,26.0,19.6,22.6,28.7,19.2,5.2,5.2,0.0,3.0,24.6,37.4,153
2024/06/05,61,26.0,19.6,21.9,25.7,19.5,7.3,7.3,0.0,9.0,28.8,46.4,231
2024/06/14,3,21.9,15.6,19.3,25.4,14.3,0.0,0.0,0.0,0.0,24.5,39.6,11
2024/06/15,3,26.4,14.6,21.0,27.4,14.4,0.0,0.0,0.0,0.0,25.5,42.5,123
2024/06/16,51,31.9,19.7,25.4,31.9,16.6,0.2,0.2,0.0,1.0,32.4,52.2,182
2024/06/17,51,33.2,24.2,28.6,34.2,25.9,0.3,0.3,0.0,1.0,28.3,45.7,204
2024/06/18,53,32.0,23.9,27.3,31.8,23.2,0.9,0.9,0.0,3.0,36.6,57.2,195
2024/06/19,51,32.7,24.5,28.3,33.8,25.2,0.2,0.2,0.0,1.0,28.1,43.2,207
2024/06/21,2,32.0,17.3,23.7,33.6,18.6,0.0,0.0,0.0,0.0,24.5,36.4,82
2024/06/22,3,33.4,22.9,28.6,31.7,25.6,0.0,0.0,0.0,0.0,35.9,57.2,222
2024/06/23,53,25.2,20.0,22.9,27.3,21.3,2.4,2.4,0.0,10.0,39.2,59.0,295
2024/07/02,51,27.6,17.4,22.2,26.1,15.0,0.1,0.1,0.0,1.0,30.8,46.4,159
2024/07/03,63,29.7,20.9,25.4,34.5,21.5,12.7,12.7,0.0,9.0,26.9,41.0,226
2024/07/04,53,25.4,20.6,23.1,28.4,23.1,1.0,1.0,0.0,3.0,13.8,25.6,229
2024/07/05,55,27.2,19.4,23.0,27.3,20.7,1.6,1.6,0.0,5.0,27.6,43.6,247
2024/07/06,1,24.0,16.9,20.8,25.4,18.2,0.0,0.0,0.0,0.0,13.9,25.6,76
2024/07/07,63,28.6,18.5,22.6,31.3,20.2,5.9,5.9,0.0,7.0,17.1,40.0,181
2024/07/19,3,23.6,14.6,19.8,25.4,14.4,0.0,0.0,0.0,0.0,21.6,38.2,153
2024/07/20,3,24.5,16.1,21.0,26.1,17.1,0.0,0.0,0.0,0.0,15.2,28.1,163
2024/07/21,51,25.9,17.1,21.5,27.8,17.9,0.3,0.3,0.0,3.0,16.8,28.8,28
2024/07/22,3,23.5,18.5,21.5,26.8,20.6,0.0,0.0,0.0,0.0,15.9,30.6,40
2024/07/23,51,29.2,18.5,23.2,31.0,20.5,0.7,0.7,0.0,4.0,22.7,43.2,234
2024/07/24,51,21.8,19.0,20.6,23.8,20.0,1.2,1.2,0.0,8.0,17.6,30.2,33
2024/08/01,63,29.5,22.9,25.5,32.9,26.1,8.3,8.3,0.0,9.0,15.9,27.0,217
2024/08/02,53,25.1,21.9,23.2,27.4,23.0,1.5,1.5,0.0,6.0,25.6,46.1,354
2024/08/03,1,27.5,20.9,24.0,32.6,23.2,0.0,0.0,0.0,0.0,16.9,28.4,26
2024/08/04,3,29.1,20.2,25.0,32.6,23.0,0.0,0.0,0.0,0.0,17.4,32.0,140
2024/08/05,63,28.3,21.1,24.1,34.1,22.2,3.6,3.6,0.0,4.0,30.1,47.9,340
2024/08/06,53,23.3,19.0,20.5,24.7,16.3,1.2,1.2,0.0,4.0,41.5,66.2,7
2024/08/07,3,23.1,18.0,20.4,23.2,16.7,0.0,0.0,0.0,0.0,25.1,41.0,47
2024/08/16,63,29.9,19.4,24.0,32.2,21.4,15.0,15.0,0.0,7.0,23.0,38.9,233
2024/08/17,63,26.0,20.2,22.2,28.1,21.3,8.3,8.3,0.0,9.0,18.0,35.3,294
2024/08/18,61,22.3,18.8,20.6,22.9,17.6,2.7,2.7,0.0,8.0,31.3,50.8,352
2024/08/20,3,20.0,16.2,18.2,19.4,15.1,0.0,0.0,0.0,0.0,24.7,38.9,36
2024/08/21,3,21.5,13.4,18.3,22.0,13.4,0.0,0.0,0.0,0.0,13.4,26.6,54
2024/08/22,3,24.2,11.4,18.9,24.1,10.8,0.0,0.0,0.0,0.0,11.7,24.1,184
2024/09/02,0,21.2,15.7,18.5,20.9,15.1,0.0,0.0,0.0,0.0,13.2,25.6,75
2024/09/03,3,22.1,14.4,18.8,21.7,14.1,0.0,0.0,0.0,0.0,13.6,27.0,135
2024/09/04,0,25.4,14.8,20.4,24.7,14.6,0.0,0.0,0.0,0.0,15.2,29.5,134
2024/09/06,51,20.9,14.5,18.3,22.7,10.5,1.3,1.3,0.0,9.0,32.6,54.7,5
2024/09/07,51,15.8,11.0,13.5,11.9,6.6,0.5,0.5,0.0,3.0,29.9,50.4,355
2024/09/08,3,23.0,9.9,16.2,20.6,7.7,0.0,0.0,0.0,0.0,16.9,31.3,258
2024/09/16,3,27.0,18.5,22.8,27.9,18.5,0.0,0.0,0.0,0.0,15.5,29.9,110
2024/09/17,1,24.6,16.6,21.0,25.7,16.8,0.0,0.0,0.0,0.0,13.5,27.7,86
2024/09/18,3,24.8,15.6,20.9,25.7,15.7,0.0,0.0,0.0,0.0,22.1,37.4,110
2024/09/19,3,28.0,15.6,22.2,28.9,15.7,0.0,0.0,0.0,0.0,22.6,37.8,140
2024/09/20,63,31.6,20.6,24.3,31.8,20.7,3.1,3.1,0.0,2.0,22.7,39.2,201
2024/09/21,3,28.9,17.7,23.5,29.2,18.4,0.0,0.0,0.0,0.0,18.9,30.6,124
2024/09/22,63,23.5,19.0,21.2,25.0,17.1,26.1,26.1,0.0,13.0,31.0,49.3,283
2024/09/27,3,19.5,18.0,18.9,18.4,13.1,0.0,0.0,0.0,0.0,41.1,62.6,35
2024/09/28,53,18.8,17.1,17.8,17.2,13.5,1.3,1.3,0.0,6.0,34.9,55.8,19
2024/09/29,51,20.1,17.7,18.8,19.6,15.8,0.2,0.2,0.0,2.0,27.8,45.7,16
2025/04/04,53,6.8,4.2,5.7,3.9,0.8,2.2,2.2,0.0,6.0,17.9,33.1,50
2025/04/05,63,10.2,4.1,6.2,7.0,0.2,7.8,7.8,0.0,6.0,22.9,44.3,11
2025/04/06,3,5.9,2.8,4.5,3.8,-1.9,0.0,0.0,0.0,0.0,19.4,41.8,29
2025/04/07,71,5.8,-0.1,2.4,1.4,-6.4,0.7,0.2,0.42,4.0,31.1,71.3,356
2025/04/08,3,3.1,-2.2,0.8,1.4,-6.8,0.0,0.0,0.0,0.0,21.1,49.7,32
2025/04/09,53,7.5,0.6,3.6,2.3,-3.8,2.4,2.4,0.0,7.0,20.4,47.2,144
2025/04/18,51,26.9,13.6,19.9,25.8,8.4,0.1,0.1,0.0,1.0,28.4,56.2,208
2025/04/19,51,17.6,6.2,10.0,15.7,2.8,0.1,0.1,0.0,1.0,23.9,48.6,116
2025/04/20,53,12.7,7.3,10.0,8.2,3.8,1.7,1.7,0.0,5.0,30.7,59.8,102
2025/04/22,61,19.0,5.8,12.5,18.1,4.1,5.1,5.1,0.0,5.0,15.6,40.7,171
2025/04/23,63,20.2,11.5,15.1,22.2,9.9,6.4,6.4,0.0,6.0,16.5,38.5,157
2025/04/25,3,11.8,7.7,8.8,10.3,2.3,0.0,0.0,0.0,0.0,30.0,64.8,355
2025/04/26,3,8.8,5.1,7.3,6.1,1.5,0.0,0.0,0.0,0.0,29.4,64.1,2
2025/04/27,3,14.9,4.0,10.1,14.7,1.6,0.0,0.0,0.0,0.0,15.9,32.4,104
2025/05/05,53,12.9,7.3,9.6,12.6,3.8,1.5,1.5,0.0,5.0,19.5,36.7,24
2025/05/06,3,22.5,8.2,14.8,21.8,6.6,0.0,0.0,0.0,0.0,13.8,34.2,305
2025/05/07,3,16.4,7.6,11.1,17.4,3.5,0.0,0.0,0.0,0.0,21.4,46.8,10
2025/05/12,51,19.0,11.4,15.7,18.2,9.5,0.4,0.4,0.0,1.0,14.2,31.7,81
2025/05/13,3,20.9,11.5,15.8,22.3,10.9,0.0,0.0,0.0,0.0,14.8,28.8,86
2025/05/14,3,18.8,11.1,14.1,18.9,10.7,0.0,0.0,0.0,0.0,10.7,28.4,44
2025/05/16,53,28.1,17.4,22.8,26.0,15.5,0.6,0.6,0.0,2.0,36.8,74.2,208
2025/05/17,51,19.0,12.3,15.8,15.6,7.7,0.1,0.1,0.0,1.0,28.3,61.9,269
2025/05/18,3,14.2,7.9,11.3,12.2,4.7,0.0,0.0,0.0,0.0,14.5,37.8,19
2025/05/26,3,13.4,8.3,10.9,12.4,5.9,0.0,0.0,0.0,0.0,15.3,37.4,13
2025/05/27,3,14.6,9.8,12.3,12.6,8.4,0.0,0.0,0.0,0.0,17.9,36.7,21
2025/05/28,61,14.4,9.9,11.9,14.0,9.1,8.1,8.1,0.0,7.0,13.0,33.1,8
2025/05/30,53,24.3,11.3,17.9,23.6,10.8,1.6,1.6,0.0,5.0,24.9,52.9,302
2025/05/31,0,16.4,9.4,11.1,14.6,6.9,0.0,0.0,0.0,0.0,18.1,45.4,5
2025/06/01,1,14.6,7.7,11.8,13.4,5.8,0.0,0.0,0.0,0.0,12.2,33.8,69
2025/06/12,65,25.2,14.5,19.3,25.6,14.1,12.3,12.3,0.0,2.0,16.5,34.2,5
2025/06/13,51,20.8,14.3,17.7,22.5,14.5,1.7,1.7,0.0,9.0,14.4,26.3,54
2025/06/14,3,19.0,14.4,16.2,20.0,14.4,0.0,0.0,0.0,0.0,13.5,33.1,31
2025/06/15,3,22.5,13.9,17.5,24.7,14.0,0.0,0.0,0.0,0.0,11.8,28.1,25
2025/06/17,51,33.0,20.5,26.2,34.9,21.5,1.0,1.0,0.0,4.0,19.2,42.5,220
2025/06/19,61,25.1,18.2,21.2,30.0,19.1,11.3,11.3,0.0,16.0,17.0,31.7,272
2025/06/20,3,27.5,19.5,23.5,29.0,19.8,0.0,0.0,0.0,0.0,20.7,46.1,206
2025/06/21,3,32.9,23.5,28.3,35.7,23.8,0.0,0.0,0.0,0.0,27.9,56.5,207
2025/06/22,0,33.7,25.8,29.9,37.1,28.4,0.0,0.0,0.0,0.0,23.7,51.1,210
2025/07/01,1,26.6,20.6,23.9,29.7,22.4,0.0,0.0,0.0,0.0,14.8,33.8,339
2025/07/02,53,31.0,21.1,26.1,33.4,23.5,0.8,0.8,0.0,1.0,9.2,25.2,252
2025/07/03,51,29.9,22.5,26.5,33.5,23.9,0.2,0.2,0.0,1.0,14.2,34.9,136
2025/07/04,65,30.5,22.8,26.4,34.5,25.6,17.2,17.2,0.0,5.0,11.1,29.5,209
2025/07/05,3,33.2,24.4,29.1,34.3,26.2,0.0,0.0,0.0,0.0,24.4,49.0,205
2025/07/06,63,28.3,19.4,24.8,32.6,19.6,8.6,8.6,0.0,11.0,19.3,48.6,282
2025/07/18,3,23.3,17.0,20.7,26.4,17.1,0.0,0.0,0.0,0.0,11.2,31.3,67
2025/07/19,63,28.6,21.0,24.3,32.1,24.0,3.7,3.7,0.0,6.0,18.9,44.3,202
2025/07/20,53,24.0,20.1,21.8,27.4,21.0,3.1,3.1,0.0,8.0,16.9,39.2,16
2025/07/21,3,24.4,20.2,21.9,28.1,21.2,0.0,0.0,0.0,0.0,15.3,34.6,57
2025/07/22,3,27.9,20.1,23.9,29.9,22.7,0.0,0.0,0.0,0.0,18.8,42.8,129
2025/07/23,51,33.0,21.8,27.3,37.3,23.1,0.1,0.1,0.0,1.0,18.1,38.5,180
2025/08/01,3,22.0,18.4,20.1,22.9,17.9,0.0,0.0,0.0,0.0,19.9,43.2,34
2025/08/02,3,23.8,17.9,20.9,25.5,19.1,0.0,0.0,0.0,0.0,12.1,29.2,41
2025/08/03,3,23.6,17.8,21.4,25.6,20.5,0.0,0.0,0.0,0.0,13.6,32.4,68
2025/08/04,51,24.1,20.5,22.4,26.7,22.2,0.1,0.1,0.0,1.0,14.9,31.3,80
2025/08/05,1,25.0,21.0,22.8,28.4,23.2,0.0,0.0,0.0,0.0,12.9,30.6,62
2025/08/06,3,27.5,19.5,23.4,31.1,22.3,0.0,0.0,0.0,0.0,17.8,40.3,105
2025/08/15,3,29.7,20.1,25.4,33.5,22.6,0.0,0.0,0.0,0.0,15.9,36.0,135
2025/08/16,3,31.5,24.0,27.1,37.7,27.9,0.0,0.0,0.0,0.0,15.9,38.2,179
2025/08/17,51,25.2,21.8,23.7,29.4,23.7,0.8,0.8,0.0,5.0,16.2,38.9,18
2025/08/18,61,28.5,21.1,24.4,32.7,24.0,5.4,5.4,0.0,8.0,18.0,39.2,145
2025/08/19,63,24.0,21.8,22.8,27.0,24.3,4.8,4.8,0.0,9.0,21.6,41.8,347
2025/08/19,63,24.0,21.8,22.8,27.0,24.3,4.8,4.8,0.0,9.0,21.6,41.8,347
2025/08/20,51,22.1,20.6,21.5,24.2,20.6,0.8,0.8,0.0,3.0,19.3,45.0,17
2025/08/21,51,22.7,20.0,21.3,23.6,20.7,1.0,1.0,0.0,6.0,16.1,38.9,40
2025/09/01,0,22.5,16.4,19.5,23.7,17.2,0.0,0.0,0.0,0.0,11.0,26.6,67
2025/09/02,51,23.2,16.6,20.1,25.7,18.1,0.1,0.1,0.0,1.0,13.5,31.3,70
2025/09/03,61,20.6,15.7,18.2,20.6,12.5,7.4,7.4,0.0,11.0,22.0,49.0,256
2025/09/05,51,18.5,13.7,16.2,14.5,10.9,0.4,0.4,0.0,2.0,23.8,53.6,260
2025/09/06,3,18.2,10.7,14.5,14.5,8.5,0.0,0.0,0.0,0.0,19.6,49.0,272
2025/09/07,2,18.6,10.1,14.4,17.8,8.0,0.0,0.0,0.0,0.0,11.8,25.9,305
2025/09/12,3,26.0,16.3,21.0,27.4,17.4,0.0,0.0,0.0,0.0,15.7,32.8,108
2025/09/13,63,25.3,18.1,21.2,28.0,17.8,6.4,6.4,0.0,4.0,17.2,34.2,145
2025/09/14,0,23.6,18.6,21.1,26.0,20.1,0.0,0.0,0.0,0.0,15.2,28.4,84
2025/09/23,63,23.2,17.6,19.6,25.8,18.4,7.8,7.8,0.0,8.0,18.1,36.7,278
2025/09/24,51,19.0,16.6,17.8,18.7,16.1,0.7,0.7,0.0,5.0,20.8,47.2,9
2025/09/25,51,19.7,15.4,17.3,20.9,15.1,1.0,1.0,0.0,7.0,15.5,35.3,355
2025/09/26,0,26.0,14.8,20.1,26.2,14.6,0.0,0.0,0.0,0.0,13.5,28.1,211
2025/09/27,2,29.0,17.6,22.6,29.2,17.4,0.0,0.0,0.0,0.0,12.5,27.0,235
2025/09/28,0,21.5,18.8,20.1,23.5,19.7,0.0,0.0,0.0,0.0,11.8,29.9,31
